Company Name,Website,Domain,Phone,City,Country
Cafe Dolce Sicilia,http://www.dolcesicilia.com/,www.dolcesicilia.com,+1 408-882-3953,San Jose,Costa Rica
Enoteca La Storia,http://www.enotecalastoria.com/,www.enotecalastoria.com,+1 408-625-7272,San Jose,Costa Rica
The Old Spaghetti Factory,http://www.osf.com/location/san-jose-ca/,www.osf.com/location/san-jose-ca,+1 408-288-7488,San Jose,Costa Rica
La Pizza & La Pasta,https://www.eataly.com/us_en/stores/silicon-valley/restaurants/la-pizza-la-pasta-silicon-valley,www.eataly.com/us_en/stores/silicon-valley/restaurants/la-pizza-la-pasta-silicon-valley,+1 650-456-9200,San Jose,Costa Rica
Ciao Italia,http://ciaoitalia22.com/,ciaoitalia22.com,+1 408-609-6891,San Jose,Costa Rica
Il Pastaio Foods,http://www.ilpastaiofoods.com/,www.ilpastaiofoods.com,+1 408-753-9220,San Jose,Costa Rica
Zanotto's Family Market,http://www.zanottos.com/,www.zanottos.com,+1 408-294-9151,San Jose,Costa Rica
Ital Foods Inc.,http://www.italfoodsinc.com/,www.italfoodsinc.com,+1 650-877-0724,San Jose,Costa Rica
Risotto's Catering,https://risottotogo.com/,risottotogo.com,+1 408-886-9430,San Jose,Costa Rica
Lincoln Fine Wines,https://www.lincolnfinewines.com/,www.lincolnfinewines.com,+1 310-392-7816,San Jose,Costa Rica
Hype Liquors,,,+1 408-645-5686,San Jose,Costa Rica
Alamitos Vineyards,http://www.alamitosvineyards.com/,www.alamitosvineyards.com,+1 408-380-2230,San Jose,Costa Rica
Adega,https://www.adegarest.com/,www.adegarest.com,+1 408-926-9075,San Jose,Costa Rica
BOOZE WORLD,https://www.doordash.com/convenience/store/24027238/?cursor=eyJvZmZzZXQiOjAsImNvbnRlbnRfaWRzIjpbXSwicmVxdWVzdF9wYXJlbnRfaWQiOiIiLCJyZXF1ZXN0X2NoaWxkX2lkIjoiIiwicmVxdWVzdF9jaGlsZF9jb21wb25lbnRfaWQiOiIiLCJjcm9zc192ZXJ0aWNhbF9wYWdlX3R5cGUiOiJERUZBVUxUX0hPTUVQQUdFIiwidmVydGljYWxfaWRzIjpbXSwidmVydGljYWxfY29udGV4dF9pZCI6MzcsImxheW91dF9vdmVycmlkZSI6IlVOU1BFQ0lGSUVEIiwic2luZ2xlX3N0b3JlX2lkIjpudWxsLCJzZWFyY2hfaXRlbV9jYXJvdXNlbF9jdXJzb3IiOm51bGwsImNhdGVnb3J5X2lkcyI6WzEwMjRdLCJjb2xsZWN0aW9uX2lkcyI6WzIzNDUsMjM3MiwxNjg0LDE2ODYyLDI2ODksMTU0NjUsMTM3MywxNTM3LDEwOTYsMTc3NjZdLCJiYXNlQ3Vyc29yIjp7InBhZ2VfaWQiOiIiLCJwYWdlX3R5cGUiOiJOT1RfQVBQTElDQUJMRSIsImN1cnNvcl92ZXJzaW9uIjoiRkFDRVQifSwidmVydGljYWxfbmFtZXMiOnt9LCJpdGVtX2lkcyI6W10sIm1lcmNoYW50X3N1cHBsaWVkX2lkcyI6W10sImlzX291dF9vZl9zdG9jayI6bnVsbCwibWVudV9pZCI6bnVsbCwiY3Vyc29yVmVyc2lvbiI6IkZBQ0VUX0NPTlRFTlRfT0ZGU0VUIiwicGFnZUlkIjoiIiwicGFnZVR5cGUiOiJOT1RfQVBQTElDQUJMRSJ9&pickup=false,www.doordash.com/convenience/store/24027238/?cursor=eyJvZmZzZXQiOjAsImNvbnRlbnRfaWRzIjpbXSwicmVxdWVzdF9wYXJlbnRfaWQiOiIiLCJyZXF1ZXN0X2NoaWxkX2lkIjoiIiwicmVxdWVzdF9jaGlsZF9jb21wb25lbnRfaWQiOiIiLCJjcm9zc192ZXJ0aWNhbF9wYWdlX3R5cGUiOiJERUZBVUxUX0hPTUVQQUdFIiwidmVydGljYWxfaWRzIjpbXSwidmVydGljYWxfY29udGV4dF9pZCI6MzcsImxheW91dF9vdmVycmlkZSI6IlVOU1BFQ0lGSUVEIiwic2luZ2xlX3N0b3JlX2lkIjpudWxsLCJzZWFyY2hfaXRlbV9jYXJvdXNlbF9jdXJzb3IiOm51bGwsImNhdGVnb3J5X2lkcyI6WzEwMjRdLCJjb2xsZWN0aW9uX2lkcyI6WzIzNDUsMjM3MiwxNjg0LDE2ODYyLDI2ODksMTU0NjUsMTM3MywxNTM3LDEwOTYsMTc3NjZdLCJiYXNlQ3Vyc29yIjp7InBhZ2VfaWQiOiIiLCJwYWdlX3R5cGUiOiJOT1RfQVBQTElDQUJMRSIsImN1cnNvcl92ZXJzaW9uIjoiRkFDRVQifSwidmVydGljYWxfbmFtZXMiOnt9LCJpdGVtX2lkcyI6W10sIm1lcmNoYW50X3N1cHBsaWVkX2lkcyI6W10sImlzX291dF9vZl9zdG9jayI6bnVsbCwibWVudV9pZCI6bnVsbCwiY3Vyc29yVmVyc2lvbiI6IkZBQ0VUX0NPTlRFTlRfT0ZGU0VUIiwicGFnZUlkIjoiIiwicGFnZVR5cGUiOiJOT1RfQVBQTElDQUJMRSJ9&pickup=false,+1 669-284-2975,San Jose,Costa Rica
Goodtime Bar,http://www.goodtimebarsj.com/,www.goodtimebarsj.com,+1 408-256-1266,San Jose,Costa Rica
Wine Rack,,,+1 408-227-8882,San Jose,Costa Rica
Wine Rack & Liquor,,,+1 408-723-1049,San Jose,Costa Rica
Wine Fountaine,,,+1 408-265-5666,San Jose,Costa Rica
Premium Spirits S.A.,https://www.premiumspiritscr.com/,www.premiumspiritscr.com,+506 4080 6966,Escazu,Costa Rica
Tienda de Vinos Olé Gourmet,https://olecr.com/,olecr.com,+506 6056 9826,Escazu,Costa Rica
