Company Name,Website,Domain,Phone,City,Country
Yehuda Winery,https://ontopo.co.il/yekevyehuda?source=google,ontopo.co.il/yekevyehuda?source=google,+972 54-463-8544,Jerusalem,Israel
Nagid12,,,+972 54-989-5943,Jerusalem,Israel
Sea Horse Winery,http://www.seahorsewines.com/,www.seahorsewines.com,+972 55-560-7012,Jerusalem,Israel
Blend 5,https://blend5.co.il/,blend5.co.il,+972 2-650-3360,Jerusalem,Israel
Fringe,https://www.fringe-restaurant.com/,www.fringe-restaurant.com,+972 2-649-9549,Jerusalem,Israel
ליקר סטור - סניף בית ישראל,http://www.liquor-store.co.il/,www.liquor-store.co.il,+972 2-997-9998,Jerusalem,Israel
פיופ מישור אדומים,,,+972 2-581-1122,Jerusalem,Israel
בית המשקאות של שחר,https://www.wineboutique.co.il/,www.wineboutique.co.il,+972 2-644-4191,Jerusalem,Israel
Andre Suidan Fine Wine Shops,https://andresuidan.co.il/,andresuidan.co.il,+972 4-836-1187,Haifa,Israel
הרמיטאז׳ חיפה Hermitage,http://www.hermitage.co.il/,www.hermitage.co.il,+972 77-998-4746,Haifa,Israel
HaYain ve HaSigar Ltd.,https://m.facebook.com/wineacigar/?locale2=he_IL,m.facebook.com/wineacigar/?locale2=he_IL,+972 4-810-4757,Haifa,Israel
Eva Wine Bar and Breakfast,https://www.instagram.com/evawine.haifa/,www.instagram.com/evawine.haifa,+972 53-386-7664,Haifa,Israel
Terroir - wine shop & bar,https://instagram.com/terroir.haifa?igshid=MDM4ZDc5MmU=,instagram.com/terroir.haifa?igshid=MDM4ZDc5MmU=,+972 77-350-3585,Haifa,Israel
Special Reserve,,,+972 4-625-5818,Haifa,Israel
Piquette,https://www.piqet.co.il/,www.piqet.co.il,,Haifa,Israel
Wine Bar by Andre Suidan,https://ontopo.com/he/il/page/46037015?source=google,ontopo.com/he/il/page/46037015?source=google,+972 58-427-4558,Haifa,Israel
Vortman Winery,http://www.vortmanwinery.com/,www.vortmanwinery.com,+972 51-267-7607,Haifa,Israel
אקרמן - Akkerman,http://www.akkerman.co.il/,www.akkerman.co.il,+972 4-866-3033,Haifa,Israel
קופיקו יבוא שיווק והפצה בע״מ,http://www.coffeco.co.il/,www.coffeco.co.il,+972 4-843-3388,Haifa,Israel
HaAri Wine Cellar,https://hari-wines.com/,hari-wines.com,+972 58-477-0236,Haifa,Israel
Amphorae Winery,https://amphoraewines.com/,amphoraewines.com,+972 77-231-5308,Haifa,Israel
ש.שסטוביץ,,,,Haifa,Israel
"ROSMAN Market - Big Check Post, Haifa, Israel",,,,Haifa,Israel
"איסבקו - חברה ישראלית למשקאות בע""מ",,,+972 4-864-4428,Haifa,Israel
"Wine and Sushi / Wine Bar & Restaurant / Haifa, Downtown",https://tabitisrael.co.il/%D7%94%D7%96%D7%9E%D7%A0%D7%AA-%D7%9E%D7%A7%D7%95%D7%9D/create-reservation?step=search&orgId=6453996b12c79f39cdb7e911&locale=he-IL&source=website&type=future_reservation,tabitisrael.co.il/%D7%94%D7%96%D7%9E%D7%A0%D7%AA-%D7%9E%D7%A7%D7%95%D7%9D/create-reservation?step=search&orgId=6453996b12c79f39cdb7e911&locale=he-IL&source=website&type=future_reservation,+972 53-831-8888,Haifa,Israel
