Company Name,Website,Domain,Phone,City,Country
Diamond's Discount Liquors Elsies River,https://diamondsdl.co.za/,diamondsdl.co.za,+27 21 933 4701,Cape Town,South Africa
Mega Liquors,,,+27 83 357 8535,Cape Town,South Africa
Heineken Beverages Trade Xpress Airport City,http://heinekenbeverages.co.za/,heinekenbeverages.co.za,+27 21 385 0442,Cape Town,South Africa
Under the Influence Wine,https://www.undertheinfluence.co.za/,www.undertheinfluence.co.za,+27 21 905 0401,Cape Town,South Africa
The Cape Importers,http://www.capeimporters.co.za/,www.capeimporters.co.za,+27 21 551 8585,Cape Town,South Africa
Vintage Club fine wines & spirits,http://vintageclub.africa/,vintageclub.africa,+27 82 440 9242,Cape Town,South Africa
Culture Wine Bar,https://culturewinebar.com/home/,culturewinebar.com/home,+27 21 216 0035,Cape Town,South Africa
Dorrance Winery,http://dorrancewines.com/,dorrancewines.com,+27 21 422 0695,Cape Town,South Africa
Publik Wine Bar,http://publik.co.za/,publik.co.za,,Cape Town,South Africa
Chefs Warehouse Beau Constantia,https://www.chefswarehouse.co.za/beau-constantia,www.chefswarehouse.co.za/beau-constantia,+27 21 794 8632,Cape Town,South Africa
The Bulk Wine Centre,http://www.bulkwinecentre.com/,www.bulkwinecentre.com,+27 21 869 8244,Cape Town,South Africa
Stellenberg Wines - Bulk & Bottled South African Wine,http://stellenbergwines.co.za/,stellenbergwines.co.za,+27 83 793 3507,Cape Town,South Africa
Multi Distribution PTY Ltd,http://www.bvch.co.za/,www.bvch.co.za,+27 21 224 0274,Cape Town,South Africa
South Africa Wine trade,http://sawinetrade.it/,sawinetrade.it,+39 327 075 5182,Cape Town,South Africa
Liquor City Claremont,https://www.liquorcityclaremont.co.za/,www.liquorcityclaremont.co.za,+27 21 674 1478,Cape Town,South Africa
The San Francisco Wine Trading Company,https://www.sfwtc.com/,www.sfwtc.com,+1 415-731-6222,Cape Town,South Africa
TOPS at SPAR Adderley,,,+27 21 462 6484,Cape Town,South Africa
Great Domaines,http://www.greatdomaines.co.za/,www.greatdomaines.co.za,+27 11 778 9352,Johannesburg,South Africa
Wines Of The World Distributors (Pty) Ltd,https://wineoftheworld.co.za/,wineoftheworld.co.za,+27 11 624 3363,Johannesburg,South Africa
Vinimark Trading (Pty) Ltd,,,+27 11 608 1750,Johannesburg,South Africa
Premier Cru Wines,http://www.premiercru.co.za/,www.premiercru.co.za,+27 10 001 0021,Johannesburg,South Africa
Reciprocal Wine Trading & Grand Cru Glassware,,,+27 11 482 9178,Johannesburg,South Africa
Meridian Wine Merchants JHB,http://www.meridianwines.co.za/,www.meridianwines.co.za,+27 86 111 3959,Johannesburg,South Africa
Oasis Liquor Distributors,http://www.oasisliquordistributors.co.za/,www.oasisliquordistributors.co.za,+27 11 402 7165,Johannesburg,South Africa
Nicholson Smith Agencies Cc,http://www.nicholsonsmith.co.za/,www.nicholsonsmith.co.za,+27 11 496 2947,Johannesburg,South Africa
Vinosity,http://vinosity.co.za/,vinosity.co.za,+27 60 406 6716,Johannesburg,South Africa
Wine Wizard,http://www.winewizard.co.za/,www.winewizard.co.za,+27 11 482 9264,Johannesburg,South Africa
Norman Goodfellows HQ,https://www.ngf.co.za/,www.ngf.co.za,+27 11 788 4814,Johannesburg,South Africa
Le Vin Rosebank,http://www.levin.co.za/,www.levin.co.za,+27 11 749 3312,Johannesburg,South Africa
VDP Prestige Distributors Gauteng (Pty) Ltd,https://www.vdpdistributors.co.za/,www.vdpdistributors.co.za,+27 12 664 0219,Johannesburg,South Africa
WINE MENU,http://www.winemenu.co.za/,www.winemenu.co.za,+27 11 440 5498,Johannesburg,South Africa
Gecci Wines South Africa,http://www.sapremiumwines.com/,www.sapremiumwines.com,+27 63 352 1163,Johannesburg,South Africa
VIP Liquors,http://www.vipliquors.com/,www.vipliquors.com,+27 11 100 5050,Johannesburg,South Africa
OneGrape Wines,https://www.onegrape.co.za/,www.onegrape.co.za,+27 76 811 2263,Johannesburg,South Africa
Solly Kramers Parkhurst,http://www.sollykramersparkhurst.co.za/,www.sollykramersparkhurst.co.za,+27 11 880 6303,Johannesburg,South Africa
LORDAN WINE BRANDY JUICE AND STILL WATER MANUFACTURING ENTERPRISE,,,+27 10 005 4508,Johannesburg,South Africa
Litmo trading,,,+27 82 330 2289,Johannesburg,South Africa
F G T Liquor Store,https://sites.google.com/view/fgt-liquor-store-site/home,sites.google.com/view/fgt-liquor-store-site/home,+27 11 484 3455,Johannesburg,South Africa
National Union of Food Beverages Wine Spirits And,,,+27 11 833 1140,Johannesburg,South Africa
Ultra Liquors Parkview,,,+27 11 486 2584,Johannesburg,South Africa
EDWARD SNELL & CO. LTD,http://www.esnell.co.za/,www.esnell.co.za,+27 11 974 1701,Johannesburg,South Africa
Namaqua Wines SA,http://www.namaquawines.com/,www.namaquawines.com,+27 12 803 2574,Johannesburg,South Africa
Glennies Liquors,https://www.glenniesliquors.co.za/,www.glenniesliquors.co.za,+27 76 749 9812,Johannesburg,South Africa
South African Liquor Distributors,http://www.southafricanliquordistributor.co.za/,www.southafricanliquordistributor.co.za,+27 73 885 8669,Johannesburg,South Africa
Norman Goodfellows Illovo,https://www.ngf.co.za/,www.ngf.co.za,+27 10 140 4888,Johannesburg,South Africa
Cafe Picobella Trattoria,https://www.facebook.com/CafePicobellaTrattoria/,www.facebook.com/CafePicobellaTrattoria,+27 11 482 4309,Johannesburg,South Africa
Meet Italy Restaurant,https://meetitaly.co.za/,meetitaly.co.za,+27 79 325 8486,Johannesburg,South Africa
Italian Cheese Distributors and Deli,https://m.facebook.com/ItalianCheeseDeli/,m.facebook.com/ItalianCheeseDeli,+27 11 455 4729,Johannesburg,South Africa
Italian Cheese Distributors,,,+27 11 432 3072,Johannesburg,South Africa
Super Sconto,http://www.supersconto.co.za/,www.supersconto.co.za,+27 11 728 7561,Johannesburg,South Africa
Impact Distributors (Pty) Ltd,https://mozzarella.co.za/companies/impact-distributors/,mozzarella.co.za/companies/impact-distributors,+27 11 433 2355,Johannesburg,South Africa
Rialto Foods,http://www.rialtofoods.co.za/,www.rialtofoods.co.za,+27 11 453 0438,Johannesburg,South Africa
Chilla Beverage Co.,http://chilla.com/,chilla.com,+27 11 440 7640,Johannesburg,South Africa
