Company Name,Website,Domain,Phone,City,Country
Slavutich,https://israelbusinessguide.com/catalog/netaniya/slavutich_magazin/,israelbusinessguide.com/catalog/netaniya/slavutich_magazin,+972 9-833-6266,Netanya,Israel
מן האדמה,http://manhaadama.co.il/,manhaadama.co.il,+972 9-792-6699,Netanya,Israel
פנזר שרקוטרי - Panzer Charcuterie,https://panzer-delicatessen.com/,panzer-delicatessen.com,+972 53-238-6533,Netanya,Israel
"אגם היין בע""מ",,,+972 54-595-5450,Netanya,Israel
עליון ווינרי,,,+972 53-597-6779,Netanya,Israel
Vitkin Winery,http://www.vitkin-winery.co.il/,www.vitkin-winery.co.il,+972 9-866-3505,Netanya,Israel
Alexander Winery,http://www.alexander-winery.com/,www.alexander-winery.com,+972 73-778-7712,Netanya,Israel
Jem's beer factory,https://www.jems.co.il/,www.jems.co.il,+972 9-880-2178,Netanya,Israel
JORNO Bakery,https://jornobakery.com/,jornobakery.com,+972 3-730-8900,Netanya,Israel
Butcher's Cut,https://www.netach-katzavim.co.il/,www.netach-katzavim.co.il,+972 9-740-2168,Netanya,Israel
IKEA,https://www.ikea.com/il/he/,www.ikea.com/il/he,+972 9-892-8888,Netanya,Israel
המעדניה Ha'bite,https://hamaadaniya.co.il/,hamaadaniya.co.il,+972 9-891-6621,Netanya,Israel
Tishbi winery,http://www.tishbi.com/,www.tishbi.com,+972 4-638-0434,Netanya,Israel
Alfa Market,,,+972 9-777-6088,Netanya,Israel
Rosner's basement,https://www.rosnerwine.co.il/,www.rosnerwine.co.il,+972 50-867-5045,Netanya,Israel
Wine Route - Derech Hayain,https://www.wineroute.co.il/,www.wineroute.co.il,+972 8-970-4444,Netanya,Israel
אדל - טאפאס ויין,,,,Netanya,Israel
Vinos Diso de México S.A de C.V.,http://www.vinosdiso.com/,www.vinosdiso.com,+52 55 5568 7114,Mexico City,Mexico
GOURMEXPA IMPORTACIONES - aceite de oliva-vino-queso,http://gourmexpa.com/,gourmexpa.com,+52 55 5144 8491,Mexico City,Mexico
Vinesp México,http://www.vinesp.com/,www.vinesp.com,+52 33 1201 9561,Mexico City,Mexico
Bodegas La Negrita,http://www.bln.com.mx/,www.bln.com.mx,+52 55 5351 9899,Mexico City,Mexico
Vinos del Mundo #2180,http://www.vinosdelmundo.com.mx/,www.vinosdelmundo.com.mx,+52 33 3616 7464,Mexico City,Mexico
Climats,http://climats.mx/,climats.mx,+52 56 6385 7588,Mexico City,Mexico
La Yerra,http://www.layerra.mx/,www.layerra.mx,+52 55 7160 1996,Mexico City,Mexico
La Europea Emilio Castelar,http://www.laeuropea.com.mx/,www.laeuropea.com.mx,+52 55 5281 6394,Mexico City,Mexico
Marinter,http://www.marinter.com.mx/,www.marinter.com.mx,+52 55 1946 0440,Mexico City,Mexico
"Artenda Vinos - naturales, mínima intervención y tradicionales - cervezas artesanales",https://instagram.com/artenda.vinos?igshid=MzRlODBiNWFlZA==,instagram.com/artenda.vinos?igshid=MzRlODBiNWFlZA==,+52 55 3459 2932,Mexico City,Mexico
IMPORTADORA LAVIÑA S.A DE C.V,,,+52 55 2623 2680,Mexico City,Mexico
VINOPOLIS - Intrepid Wine Collection,http://vinopolis.mx/,vinopolis.mx,+52 442 212 5550,Mexico City,Mexico
Club del Gourmet,http://clubdelgourmet.com.mx/,clubdelgourmet.com.mx,+52 55 5554 8336,Mexico City,Mexico
Open Market,https://openmarket.mx/,openmarket.mx,+52 55 5540 4403,Mexico City,Mexico
Constellation Brands,http://www.cbrands.mx/,www.cbrands.mx,+52 55 5081 9944,Mexico City,Mexico
LUPULITO AMARGO,https://www.facebook.com/Lupulito.Amargo,www.facebook.com/Lupulito.Amargo,+52 55 7159 7750,Mexico City,Mexico
Univins et Spiritueux (Canada) inc.,http://www.univins.ca/,www.univins.ca,+1 514-522-9339,Mexico City,Mexico
Vinos Wagner,https://vinoswagner.com/,vinoswagner.com,+52 800 838 4161,Mexico City,Mexico
Vinotas Selections,http://www.vinotas-selections.com/,www.vinotas-selections.com,+1 212-744-1816,Mexico City,Mexico
Tozi Imports,http://www.toziimports.com/,www.toziimports.com,+1 508-380-2712,Mexico City,Mexico
"Ucero importer and distributor, S.A. De C.V.",http://www.iducero.com.mx/,www.iducero.com.mx,+52 55 5669 3305,Mexico City,Mexico
Vinamore Enoteca y Charcutería,http://vinamoremx.com/,vinamoremx.com,+52 55 7651 5981,Mexico City,Mexico
Vinos Chidos - Condesa,https://vinoschidos.mx/,vinoschidos.mx,+52 55 2471 5466,Mexico City,Mexico
Si Mon Vinos Mexicanos,https://sites.google.com/simonvinosmx.com/cartasimon/vinos?authuser=0,sites.google.com/simonvinosmx.com/cartasimon/vinos?authuser=0,+52 55 7540 4619,Mexico City,Mexico
Escorpio,http://instagram.com/escorpiocdmx,instagram.com/escorpiocdmx,,Mexico City,Mexico
Vinos para México,https://www.viparmex.com.mx/,www.viparmex.com.mx,+52 33 2596 0455,Mexico City,Mexico
Local 1,http://local1.mx/,local1.mx,+52 55 5941 5257,Mexico City,Mexico
Ultramarinos Coliseo Madero,http://www.ucoliseo.com/,www.ucoliseo.com,+52 55 5518 1023,Mexico City,Mexico
Pernod Ricard Mexico,http://www.pernod-ricard.com/,www.pernod-ricard.com,+52 55 1105 9292,Mexico City,Mexico
Colonia Meadery,,,+52 56 3537 3438,Mexico City,Mexico
Vinofy,https://www.mexico.vinofyapp.com/,www.mexico.vinofyapp.com,+52 56 5839 7017,Mexico City,Mexico
Tannin Artbar,https://instagram.com/tannin.artbar,instagram.com/tannin.artbar,+52 55 1343 6004,Mexico City,Mexico
Hugo,http://www.hugoelwinebar.com/,www.hugoelwinebar.com,+52 55 9224 6882,Mexico City,Mexico
Mayoristas De Vinos Y Licores,,,,Mexico City,Mexico
Bodegas Alianza,http://www.bodegasalianza.com/,www.bodegasalianza.com,+52 55 5254 8007,Mexico City,Mexico
Ultramarinos Las RRR,,,+52 55 5535 5848,Mexico City,Mexico
"BOUQUET DE BARRICA, S.A.S. DE C.V",http://bouquetdebarrica.com/,bouquetdebarrica.com,+52 56 1651 2844,Mexico City,Mexico
Bodegas Alianza,http://www.bodegasalianza.com/,www.bodegasalianza.com,+52 55 5525 9962,Mexico City,Mexico
Fleuriel México,http://fleuriel.com/,fleuriel.com,+52 55 5584 0289,Mexico City,Mexico
La Contra Roma,http://www.lacontravinos.com/roma,www.lacontravinos.com/roma,+52 55 5564 0966,Mexico City,Mexico
Bodegas Alianza,http://www.bodegasalianza.com/,www.bodegasalianza.com,+52 55 5538 9149,Mexico City,Mexico
Vinbutikk by Ale Garduño,,,+52 55 7637 0348,Mexico City,Mexico
Bodegas Alianza,http://www.bodegasalianza.com/,www.bodegasalianza.com,+52 55 5535 6414,Mexico City,Mexico
Vino y se fue,https://linktr.ee/vinoysefuemexico,linktr.ee/vinoysefuemexico,+52 55 5402 2706,Mexico City,Mexico
Bodegas Alianza,http://www.bodegasalianza.com/,www.bodegasalianza.com,+52 55 5536 7270,Mexico City,Mexico
Importadora Cosecha,https://www.importadoracosecha.mx/,www.importadoracosecha.mx,+52 55 2234 3380,Mexico City,Mexico
Centro De Importadores,,,,Mexico City,Mexico
Grupo Imp y Exportt Julio S,http://www.grupojulios.com/,www.grupojulios.com,+52 55 5521 0762,Mexico City,Mexico
Tienda Tierras de uva,http://www.tierrasdeuva.mx/,www.tierrasdeuva.mx,+52 55 6454 5730,Mexico City,Mexico
Participaciones Mariano Sa De Cv,https://partimar.com/,partimar.com,+52 55 5566 3544,Mexico City,Mexico
La Merced Importadora Uruguay,,,+52 55 2967 9384,Mexico City,Mexico
Distribuidora los Gallos,,,+52 56 3680 6985,Mexico City,Mexico
Mundo Gourmet San Ángel,http://www.mundogourmet.com.mx/,www.mundogourmet.com.mx,+52 55 5616 2162,Mexico City,Mexico
Barricas vinos y licores,https://vinexa.com.mx/,vinexa.com.mx,+52 55 5740 1864,Mexico City,Mexico
Ultramarinos del Centro,,,+52 55 5709 4856,Mexico City,Mexico
Mundo Gourmet San Jerónimo,https://mundogourmet.com.mx/tienda/,mundogourmet.com.mx/tienda,+52 55 5668 7296,Mexico City,Mexico
Mercería Distribuidora San Alberto,http://sanalberto.com.mx/,sanalberto.com.mx,+52 55 5521 5564,Mexico City,Mexico
Mercería El Venado,http://merceriaelvenado.com/,merceriaelvenado.com,+52 55 5542 4494,Mexico City,Mexico
DISTRIBUIDORA DIPLOMEX SA DE CV,https://distribuidoradiplomex.mercadoshops.com.mx/,distribuidoradiplomex.mercadoshops.com.mx,+52 55 5542 1230,Mexico City,Mexico
Distribuidora Vencort en la Cuauhtémoc | Tienda de Artículos de Cocina,https://vencort.mx/,vencort.mx,+52 55 5590 6028,Mexico City,Mexico
Distribuidora Betos,http://distribuidorabetos.com/,distribuidorabetos.com,+52 55 5522 2513,Mexico City,Mexico
AMOXCALLI,,,+52 55 5542 7435,Mexico City,Mexico
The Fantastic World of Disguise,http://www.elfamundi.com.mx/,www.elfamundi.com.mx,+52 55 5512 8308,Mexico City,Mexico
Cristaleria Piquio,https://piquiomart.com.mx/,piquiomart.com.mx,+52 55 5522 4521,Mexico City,Mexico
Bodegas Alianza,http://www.bodegasalianza.com/,www.bodegasalianza.com,+52 55 5512 3627,Mexico City,Mexico
Handcrafts and New CRISTAL,http://grupojulios.com/,grupojulios.com,+52 55 5130 2400,Mexico City,Mexico
Distribuidora San Alberto Sa De Cv Matriz,http://gruposanalberto.com.mx/,gruposanalberto.com.mx,+52 55 3658 2269,Mexico City,Mexico
Distribuidora Ozomali S.A. de C.V.,http://www.grupojulios.com/,www.grupojulios.com,+52 55 5130 2400,Mexico City,Mexico
TIARA AMATISTA CENTRO MAYORISTA,http://www.grupojulios.com/,www.grupojulios.com,+52 55 5130 2400,Mexico City,Mexico
Plaza mayorista,,,,Mexico City,Mexico
Bottega,https://bottega.com.mx/,bottega.com.mx,+52 55 7160 9239,Mexico City,Mexico
Macelleria Roma,http://macelleria.com.mx/,macelleria.com.mx,+52 55 5574 1461,Mexico City,Mexico
il Fiorino,,,+52 55 5160 1704,Mexico City,Mexico
Don Cannoli,http://www.doncannoli.com/,www.doncannoli.com,+52 55 1424 6471,Mexico City,Mexico
Pasta Comedia,,,+52 55 4791 4840,Mexico City,Mexico
Alfredo Di Roma,http://alfredodiroma.com.mx/,alfredodiroma.com.mx,+52 55 4770 7772,Mexico City,Mexico
Ostería del Becco,https://osteriadelbecco.shop/,osteriadelbecco.shop,+52 55 5280 6657,Mexico City,Mexico
