Company Name,Website,Domain,Phone,City,Country
Import MIRA,,,,Queretaro,Mexico
Viñedos Donato,http://donato.com.mx/,donato.com.mx,+52 441 138 8731,Queretaro,Mexico
T&A Forwarding Importadora,https://taforwarding.com/,taforwarding.com,+52 442 223 7096,Queretaro,Mexico
Distribuidora Industrial de Baleros S.A. de C.V.,http://www.dibsamexico.com/,www.dibsamexico.com,+52 442 209 3110,Queretaro,Mexico
VINALTURA,http://www.vinaltura.mx/,www.vinaltura.mx,+52 442 824 7701,Queretaro,Mexico
V&K bolsos y cosméticos,,,+52 442 679 0319,Queretaro,Mexico
"CARDRAGON - BGS HERRAMIENTAS, DISTRIBUIDOR AUTORIZADO, SUCURSAL CONSTITUYENTES CENTRO.",https://www.facebook.com/cardragon.bgs/,www.facebook.com/cardragon.bgs,+52 442 382 7634,Queretaro,Mexico
"La Castellana Juriquilla, distribuidor de vinos",http://www.lacastellana.com/,www.lacastellana.com,+52 442 393 0617,Queretaro,Mexico
La Castellana Jurica,http://www.lacastellana.com/,www.lacastellana.com,+52 442 224 5983,Queretaro,Mexico
"Los Gemelos Abarrotes, Vinos y Licores",https://www.facebook.com/Losgemelosvinosylicores,www.facebook.com/Losgemelosvinosylicores,+52 427 122 3178,Queretaro,Mexico
"Distribuidora De Vinos Y Abarrotes De Queretaro, S.A. De C.V.",,,+52 422 216 8023,Queretaro,Mexico
Vinos Santiago Apostol,,,+52 414 273 0038,Queretaro,Mexico
Super Papelera Sucursal Querétaro,https://www.superpapelera.com.mx/,www.superpapelera.com.mx,+52 442 213 5827,Queretaro,Mexico
Distribuidora León de Querétaro Sucursal 2 & Bodega,http://distribuidora-leon.com/,distribuidora-leon.com,+52 442 125 5266,Queretaro,Mexico
La Guadalupana Súper Bodega,https://www.laguadalupanaabarrotes.com.mx/,www.laguadalupanaabarrotes.com.mx,+52 442 214 4090,Queretaro,Mexico
Scorpion Querétaro 1,http://www.scorpion.com.mx/,www.scorpion.com.mx,+52 442 215 1662,Queretaro,Mexico
Zorro Abarrotero Querétaro,https://www.zorroabarrotero.com.mx/,www.zorroabarrotero.com.mx,+52 442 212 2689,Queretaro,Mexico
El Mayorista | Rioverde,https://tienda.elmayorista.mx/,tienda.elmayorista.mx,+52 487 872 7723,Queretaro,Mexico
City Club Queretaro,https://www.cityclub.com.mx/,www.cityclub.com.mx,+52 442 242 5515,Queretaro,Mexico
El Rey De Las Flores Distribuidora,,,,Queretaro,Mexico
Distribuidora León de Querétaro,https://distribuidora-leon.com/,distribuidora-leon.com,+52 442 125 5266,Queretaro,Mexico
Di Vino Italian Restaurant,http://www.divino.com.mx/,www.divino.com.mx,+52 442 214 1273,Queretaro,Mexico
Fiume 37,,,+52 442 212 7059,Queretaro,Mexico
il Duomo Cocina Italiana,http://www.grupopasta.com/,www.grupopasta.com,+52 442 213 7768,Queretaro,Mexico
L'Osteria Di Orvieto,,,+52 442 904 6161,Queretaro,Mexico
Mangiare,,,+52 442 193 3273,Queretaro,Mexico
El Refectorio de Santo Domingo,https://elrefectoriodesantodomingo.com/,elrefectoriodesantodomingo.com,+52 442 485 0967,Queretaro,Mexico
Osteria Margherita,https://www.instagram.com/osteriamargheritamx?igsh=OGh0azFwb2pxdWdx,www.instagram.com/osteriamargheritamx?igsh=OGh0azFwb2pxdWdx,+52 442 580 7468,Queretaro,Mexico
Restaurante Emilia,https://emilia.com.mx/,emilia.com.mx,+52 442 218 8453,Queretaro,Mexico
L'Osteria De Il Duomo Antea,,,+52 442 688 6048,Queretaro,Mexico
La Pasteria Queretaro,https://www.grupopasta.com/restaurantes/la-pasteria,www.grupopasta.com/restaurantes/la-pasteria,+52 442 291 0378,Queretaro,Mexico
Trattoria la Nonna Qro,,,+52 442 419 1927,Queretaro,Mexico
Trattoria la Nonna el Marques,,,+52 442 754 0481,Queretaro,Mexico
Pazzo Sano,https://instagram.com/pazzosano.qro?igshid=NTc4MTIwNjQ2YQ==,instagram.com/pazzosano.qro?igshid=NTc4MTIwNjQ2YQ==,+52 442 813 7775,Queretaro,Mexico
Italianni's,http://italiannis.com.mx/,italiannis.com.mx,+52 55 8029 3980,Queretaro,Mexico
Il Diavolo Constituyentes,http://www.grupopasta.com/,www.grupopasta.com,+52 442 215 1698,Queretaro,Mexico
Crécola,https://www.facebook.com/Crecola.Queretaro/,www.facebook.com/Crecola.Queretaro,+52 442 342 3468,Queretaro,Mexico
Trattoria da pulcinella,http://www.trattoriadapulcinella.com/,www.trattoriadapulcinella.com,+52 442 212 5577,Queretaro,Mexico
UMBERTA,https://www.instagram.com/umberta_restaurante?igsh=ajg2NW42Mnh5Yjc0,www.instagram.com/umberta_restaurante?igsh=ajg2NW42Mnh5Yjc0,+52 442 168 9507,Queretaro,Mexico
Ristorante Cosi Fan Tutte Alamos,https://cosifantutterestaurante.com/,cosifantutterestaurante.com,+52 442 214 5179,Queretaro,Mexico
Argentilia Querétaro,https://argentilia.mx/,argentilia.mx,+52 442 215 1005,Queretaro,Mexico
Salvatore Ristorante Pizzeria Napoletana Contemporánea Horno a Leña.,,,+52 442 814 4368,Queretaro,Mexico
Italia Foods Inc,https://www.italiafoods.com/,www.italiafoods.com,+1 847-397-4479,Queretaro,Mexico
Manicaretti Italian Food Importers,http://manicaretti.com/,manicaretti.com,+1 800-799-9830,Queretaro,Mexico
Bafi,,,+52 442 222 9910,Queretaro,Mexico
"Garis Commercial Service, S.A. De C.V.",https://www.garis.com.mx/home/facturacion.html,www.garis.com.mx/home/facturacion.html,+52 442 222 6424,Queretaro,Mexico
Hermanos Coronel,http://www.cremeriahermanoscoronel.com.mx/,www.cremeriahermanoscoronel.com.mx,+52 442 295 0900,Queretaro,Mexico
La Comer Estadio,http://lacomer.com/,lacomer.com,+52 800 377 7333,Queretaro,Mexico
"Napoli Foods, Inc",http://www.napolifoodsinc.com/,www.napolifoodsinc.com,+1 860-276-4000,Queretaro,Mexico
Nasky Insumos para Cafeterias,http://www.insumosparacafeterias.mx/,www.insumosparacafeterias.mx,+52 442 245 0547,Queretaro,Mexico
OBRADOR CHAVA GARCIA,,,,Queretaro,Mexico
Mayoreo En Abarrotes La Guadalupana El Pueblito,https://www.laguadalupanaabarrotes.com.mx/pueblo-nuevo/,www.laguadalupanaabarrotes.com.mx/pueblo-nuevo,+52 442 225 5707,Queretaro,Mexico
Ball Corporation Planta Querétaro,http://www.ball.com/,www.ball.com,+52 442 296 3300,Queretaro,Mexico
La Milenaria Beer & Market,,,,Queretaro,Mexico
Búho Soda,http://tomabuho.mx/,tomabuho.mx,+52 442 234 7866,Queretaro,Mexico
Modelorama Np Morelos,https://www.modelorama.com.mx/,www.modelorama.com.mx,+52 800 466 3356,Queretaro,Mexico
Drink Stock,https://www.drinkstock.com.mx/,www.drinkstock.com.mx,+52 442 389 7480,Queretaro,Mexico
Six La Esquina,https://tiendasix.com.mx/ubicaciones,tiendasix.com.mx/ubicaciones,+52 442 273 0063,Queretaro,Mexico
"""EL OSO FELIZ"" Articulos de Limpieza & Depósito de Refresco.",,,,Queretaro,Mexico
La Hielera Querétaro,https://www.instagram.com/lahieleraqro?igsh=cG13eGd1N3FuM3Vu,www.instagram.com/lahieleraqro?igsh=cG13eGd1N3FuM3Vu,+52 442 212 1525,Queretaro,Mexico
LA CONECTÉ PREPARADOS PARA MICHELADA,https://www.instagram.com/laconecte_preparadoooos?igsh=M2w4YTRqdDlkZ2s=&utm_source=qr,www.instagram.com/laconecte_preparadoooos?igsh=M2w4YTRqdDlkZ2s=&utm_source=qr,+52 442 359 9475,Queretaro,Mexico
The American Shop QRO,https://instagram.com/theamericanshopqro?r=nametag,instagram.com/theamericanshopqro?r=nametag,+52 442 664 7636,Queretaro,Mexico
