Company Name,Website,Domain,Phone,City,Country
Pomod´oro,http://www.restaurantepomodoro.com/,www.restaurantepomodoro.com,+57 315 4425826,Medellin,Colombia
Ammazza | Pizzeria & Gin Garden - Laureles,http://www.ammazza.com.co/,www.ammazza.com.co,,Medellin,Colombia
Italian American Grill,https://www.instagram.com/italianamericangrill/,www.instagram.com/italianamericangrill,,Medellin,Colombia
Gastronomia Mazzarrino - Embutidos Italianos & Cerdo San Pedreño,https://www.gastronomiam.com.co/,www.gastronomiam.com.co,+57 304 6663161,Medellin,Colombia
palitos de Queso - panzerotti's ITALIANISSIMO,,,+57 319 4536462,Medellin,Colombia
Italian Food Imports,http://www.italianfoodimports.ca/,www.italianfoodimports.ca,+1 250-385-7923,Medellin,Colombia
Placita de Flórez,http://www.placitadeflorez.com/,www.placitadeflorez.com,+57 313 4502521,Medellin,Colombia
Éxito Wow - Poblado,https://www.exito.com/?utm_source=google&utm_medium=gmb,www.exito.com/?utm_source=google&utm_medium=gmb,+57 1 800 0428800,Medellin,Colombia
Éxito San Antonio,https://www.exito.com/?utm_source=google&utm_medium=gmb,www.exito.com/?utm_source=google&utm_medium=gmb,+57 604 6050372,Medellin,Colombia
Italian Products & Beyond,http://www.italianproducts.com/,www.italianproducts.com,+1 201-770-9130,Medellin,Colombia
Éxito Del Este,https://www.exito.com/,www.exito.com,+57 1 800 0428800,Medellin,Colombia
Éxito,https://www.exito.com/?utm_source=google&utm_medium=gmb,www.exito.com/?utm_source=google&utm_medium=gmb,+57 604 6050149,Medellin,Colombia
Éxito,https://www.exito.com/,www.exito.com,+57 1 800 0428800,Medellin,Colombia
Éxito La Central,https://www.exito.com/?utm_source=google&utm_medium=gmb,www.exito.com/?utm_source=google&utm_medium=gmb,+57 1 800 0428800,Medellin,Colombia
Éxito - Laureles,https://www.exito.com/?utm_source=google&utm_medium=gmb,www.exito.com/?utm_source=google&utm_medium=gmb,+57 1 800 0428800,Medellin,Colombia
Carulla,https://www.exito.com/?utm_medium=gmb&utm_source=google,www.exito.com/?utm_medium=gmb&utm_source=google,+57 1 800 0428800,Medellin,Colombia
Carulla,https://www.carulla.com/?utm_source=google&utm_medium=gmb,www.carulla.com/?utm_source=google&utm_medium=gmb,+57 1 800 0428800,Medellin,Colombia
Distribuidora Exposiciones,,,+57 301 3807516,Medellin,Colombia
QUIEROPOLA,https://quieropola.com/,quieropola.com,+57 304 3343499,Medellin,Colombia
OROGIR,,,+57 45123955,Medellin,Colombia
Distribuidora Toña,,,+57 316 7132170,Medellin,Colombia
distribuidora aburra sur poblado,,,+57 601 2667197,Medellin,Colombia
Distribuidora Dislicores Medellín,,,+57 45834796,Medellin,Colombia
Distri California No. 2,https://www.instagram.com/districalifornia2?igsh=MWhsMTY1bHJzcTdhZg==,www.instagram.com/districalifornia2?igsh=MWhsMTY1bHJzcTdhZg==,+57 319 5031736,Medellin,Colombia
DISTRIBUIDORA CARACAS,,,+57 45124409,Medellin,Colombia
Distribuidora Los Mejía,,,+57 2694125,Medellin,Colombia
Distribuidora y Comercializadora San Diego,,,+57 320 6863206,Medellin,Colombia
DISTRIBUIDORA LA 33,,,+57 304 3739237,Medellin,Colombia
DISTRIBUIDORA ROJO,,,+57 312 8176601,Medellin,Colombia
distribuidora myj,,,+57 42377614,Medellin,Colombia
Distribuidora trinidad,,,+57 317 6465636,Medellin,Colombia
Licodulces La 99,,,+57 45576710,Medellin,Colombia
Distrivillas,,,,Medellin,Colombia
DAL VESUVIO CON AMORE SAS,http://italyswinecolombia.co/,italyswinecolombia.co,+57 604 3627304,Medellin,Colombia
La Pastizzería,,,+57 320 6397719,Medellin,Colombia
SIBARI RESTAURANT & ROOFTOP,https://sibari.com.co/,sibari.com.co,+57 311 8315328,Medellin,Colombia
MARZZANO MASAS LIBRES,https://www.instagram.com/marzzano.masaslibres/,www.instagram.com/marzzano.masaslibres,+57 301 1744666,Medellin,Colombia
Distribuidora Ruta 66,,,,Medellin,Colombia
Importadora China,https://linktr.ee/importadorachinaco,linktr.ee/importadorachinaco,+57 324 6800010,Medellin,Colombia
LA RESERVA DISTRIUIDORA DE LICORES,,,+57 301 4089019,Medellin,Colombia
LIGHT PARK LICORES,,,+57 44481539,Medellin,Colombia
Licorera Ventana las 24,https://www.instagram.com/ventana_las24/,www.instagram.com/ventana_las24,+57 324 5516583,Medellin,Colombia
Capital Drink | Licores & Bar,,,,Medellin,Colombia
MASE Licores,https://sites.google.com/view/maselicoresmedellin/inicio,sites.google.com/view/maselicoresmedellin/inicio,+57 320 8604495,Medellin,Colombia
