Company Name,Website,Domain,Phone,City,Country
Винотека The Wine Астана,,,+7 776 197 1111,Astana,Kazakhstan
Yellow Bottle,,,+7 702 629 8245,Astana,Kazakhstan
V Gostyakh U Barabashki,http://barabashka.kz/,barabashka.kz,+7 7172 32 81 19,Astana,Kazakhstan
"Pivnoy Magazin ""Tsentr Piva""",,,+7 7172 62 65 65,Astana,Kazakhstan
Astana Mir Vkusa,https://vkusmart.vmv.kz/,vkusmart.vmv.kz,+7 7172 32 00 54,Astana,Kazakhstan
Astana Mir Vkusa,https://vkusmart.vmv.kz/,vkusmart.vmv.kz,+7 7172 79 04 07,Astana,Kazakhstan
ZETA,https://astana.zeta.kz/,astana.zeta.kz,+7 7172 26 82 82,Astana,Kazakhstan
Mounte Bianko,,,,Astana,Kazakhstan
ZEARIS CHACHA,,,+7 7172 26 52 65,Astana,Kazakhstan
Carabao Kazakhstan,http://www.carabaoenergy.co.uk/,www.carabaoenergy.co.uk,+7 775 761 8892,Astana,Kazakhstan
НордТел,http://nordtel.kz/sale.html,nordtel.kz/sale.html,+7 701 958 6145,Astana,Kazakhstan
Too Talgat-Eksport,http://talgat-eksport.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb,talgat-eksport.all.biz/?utm_source=google&utm_medium=gmb&utm_term=gmb,+7 701 361 0699,Astana,Kazakhstan
Asar Su,https://asarsu.kz/,asarsu.kz,+7 747 584 8447,Astana,Kazakhstan
ICEMOOZ,http://instagram.com/icemooz_astana,instagram.com/icemooz_astana,+7 777 036 9708,Astana,Kazakhstan
Солод,https://m.2gis.kz/astana/firm/70000001031459163,m.2gis.kz/astana/firm/70000001031459163,+7 702 639 4548,Astana,Kazakhstan
Алкомаркет | Бар SPIRITO в Астане,https://spirito.kz/,spirito.kz,+7 700 771 4636,Astana,Kazakhstan
V Gostyakh U Barabashki,http://barabashka.kz/,barabashka.kz,+7 7172 29 23 03,Astana,Kazakhstan
Alkomarket,,,,Astana,Kazakhstan
Kampit,http://kampit.kz/,kampit.kz,+7 771 101 1341,Astana,Kazakhstan
⭐️ТОО AVECO Group - Металлопрокат,https://aveco.kz/,aveco.kz,+7 771 505 6060,Astana,Kazakhstan
"Alkomarket ""Beru Vykhodnoy""",,,+7 778 864 5594,Astana,Kazakhstan
Craft Market,https://craft-m.kz/contacts,craft-m.kz/contacts,+7 701 749 4363,Astana,Kazakhstan
Пивной магазин PIVOMANIA,https://pivomania.kz/,pivomania.kz,+7 775 085 5050,Astana,Kazakhstan
Optovyy Sklad Magazin,,,+7 778 352 9025,Astana,Kazakhstan
12 months,http://12.kz/,12.kz,+7 7172 67 73 20,Astana,Kazakhstan
Magnum,https://magnum.kz/,magnum.kz,+7 727 339 7340,Astana,Kazakhstan
